Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
32.0,0.0,1158,1.4597136100562842,1.3304532446207147,13304.532446207148,0.5444599983888636,50,1500
32.0,1.0,244,0.3071848774815465,0.6399761562261892,6399.761562261892,0.44433227297406563,50,1500
