ID1,ID2,Length,Cost,Cluster,geometry,Conn_param
16724,16725,30.54308608111,305430.8608111,1,"LINESTRING (1103718.910670247 311172.1570506321, 1103694.902773342 311159.0348997005)",29
16725,16726,35.344408601356,353444.08601356,1,"LINESTRING (1103694.902773342 311159.0348997005, 1103663.630876242 311174.5992840317)",29
16726,16727,31.18264005339,311826.4005339,1,"LINESTRING (1103663.630876242 311174.5992840317, 1103633.786948452 311180.9102031274)",29
16727,16728,37.038840003918004,370388.40003918007,1,"LINESTRING (1103633.786948452 311180.9102031274, 1103602.919643993 311161.7441600796)",29
16728,16729,30.450753296333,304507.53296333004,1,"LINESTRING (1103602.919643993 311161.7441600796, 1103581.439873608 311140.2485334047)",29
16729,16730,35.00178232452,350017.8232452,1,"LINESTRING (1103581.439873608 311140.2485334047, 1103555.025397297 311117.3898671904)",29
16730,16731,30.612905982098997,306129.05982098996,1,"LINESTRING (1103555.025397297 311117.3898671904, 1103527.163186743 311110.0665386228)",29
16731,16732,33.048719655364,330487.19655364,1,"LINESTRING (1103527.163186743 311110.0665386228, 1103494.467193421 311107.8673398697)",29
16732,16733,30.559780249927,305597.80249927,1,"LINESTRING (1103494.467193421 311107.8673398697, 1103466.591668997 311095.35089107)",29
16733,16805,59.625543931927,596255.43931927,1,"LINESTRING (1103466.591668997 311095.35089107, 1103457.53303667 311153.8473496431)",29
16734,16735,57.925333537690996,579253.3353769099,1,"LINESTRING (1103140.505080013 312339.4924294747, 1103085.490296168 312321.3956041921)",21
16735,16837,100.72007166805493,1007200.7166805493,1,"LINESTRING (1103085.490296168 312321.3956041921, 1102984.777422124 312320.191511764)",21
16740,16741,33.660887620310994,336608.8762031099,1,"LINESTRING (1101536.97786485 311506.8149281986, 1101559.754866123 311482.4913044327)",54
16741,16742,34.201935319435,342019.35319435,1,"LINESTRING (1101559.754866123 311482.4913044327, 1101588.168642184 311465.5085573337)",54
16742,16743,30.560957376036,305609.57376036,1,"LINESTRING (1101588.168642184 311465.5085573337, 1101618.55840323 311462.3455663738)",54
16743,16744,36.547682865096,365476.82865096,1,"LINESTRING (1101618.55840323 311462.3455663738, 1101654.177134656 311461.6357574228)",54
16744,16745,31.691883005989997,316918.83005989995,1,"LINESTRING (1101654.177134656 311461.6357574228, 1101685.505319783 311465.9873497732)",54
16745,16746,44.377376744653,443773.76744653,1,"LINESTRING (1101685.505319783 311465.9873497732, 1101729.873885821 311465.2064198399)",54
16746,16822,32.252437114401,322524.37114401,1,"LINESTRING (1101729.873885821 311465.2064198399, 1101753.307983156 311486.9150518082)",55
16746,16747,41.064666811970994,410646.66811970994,1,"LINESTRING (1101729.873885821 311465.2064198399, 1101770.799819328 311468.2530818198)",78
16747,16748,35.827458191995,358274.58191994997,1,"LINESTRING (1101770.799819328 311468.2530818198, 1101805.900388193 311470.3328251785)",78
16748,16749,30.97606685944,309760.6685944,1,"LINESTRING (1101805.900388193 311470.3328251785, 1101833.444224397 311467.4451868754)",78
16749,16750,31.430761720189,314307.61720189,1,"LINESTRING (1101833.444224397 311467.4451868754, 1101840.024375213 311436.7925648517)",78
16750,16751,142.845886607347,1428458.86607347,1,"LINESTRING (1101840.024375213 311436.7925648517, 1101879.676401269 311308.8274562476)",78
16751,16752,31.378119065965,313781.19065964996,1,"LINESTRING (1101879.676401269 311308.8274562476, 1101907.507256948 311296.5137282601)",78
16752,16753,30.373414456754002,303734.14456754003,1,"LINESTRING (1101907.507256948 311296.5137282601, 1101934.547093925 311309.5190083121)",78
16753,16754,33.337332434633,333373.32434632996,1,"LINESTRING (1101934.547093925 311309.5190083121, 1101967.543507767 311313.3571842695)",78
16754,16755,32.594743322998,325947.43322998,1,"LINESTRING (1101967.543507767 311313.3571842695, 1101998.945443219 311320.0078232234)",78
16755,16756,34.099608825596995,340996.0882559699,1,"LINESTRING (1101998.945443219 311320.0078232234, 1102031.319065235 311322.9497243939)",78
16756,16757,31.973327863989002,319733.27863989,1,"LINESTRING (1102031.319065235 311322.9497243939, 1102062.894543449 311318.4055896933)",78
16757,16758,33.963426339511,339634.26339511,1,"LINESTRING (1102062.894543449 311318.4055896933, 1102093.040694739 311303.2455306896)",38
16757,19729,53.3292161892646,533292.161892646,1,"LINESTRING (1102062.894543449 311318.4055896933, 1102048.517724414 311267.0508199655)",37
16758,16759,36.856278547746,368562.78547746,1,"LINESTRING (1102093.040694739 311303.2455306896, 1102129.161842235 311307.2657461247)",38
16762,15925,19.918026762382,199180.26762382,1,"LINESTRING (1102986.794805113 310401.4080331379, 1102989.160106703 310381.6705186052)",31
16762,16763,31.99262567485,319926.2567485,1,"LINESTRING (1102986.794805113 310401.4080331379, 1102985.187604084 310433.2568495591)",31
16763,16764,38.554183422071,385541.83422071,1,"LINESTRING (1102985.187604084 310433.2568495591, 1102982.618901999 310470.6572136343)",31
16764,16765,31.667290054178004,316672.90054178005,1,"LINESTRING (1102982.618901999 310470.6572136343, 1102962.070042875 310494.6567226698)",31
16765,16766,32.950018072016,329500.18072016,1,"LINESTRING (1102962.070042875 310494.6567226698, 1102941.294578495 310519.0925782134)",31
16766,16767,40.621885321331,406218.85321331,1,"LINESTRING (1102941.294578495 310519.0925782134, 1102924.018727519 310555.7175492833)",31
16767,16768,40.050578598545,400505.78598545,1,"LINESTRING (1102924.018727519 310555.7175492833, 1102907.605334232 310592.0114614334)",31
16768,16769,35.871743523316,358717.43523316,1,"LINESTRING (1102907.605334232 310592.0114614334, 1102889.673108617 310622.8540146206)",31
16769,16770,31.154908802955,311549.08802955,1,"LINESTRING (1102889.673108617 310622.8540146206, 1102881.16053297 310650.4735747794)",31
16770,16771,44.908965782262,449089.65782262,1,"LINESTRING (1102881.16053297 310650.4735747794, 1102890.062460842 310694.3950152156)",31
16771,16772,202.240859262552,2022408.59262552,1,"LINESTRING (1102890.062460842 310694.3950152156, 1102903.577025066 310887.9866618933)",31
16772,16773,36.813503091817005,368135.03091817006,1,"LINESTRING (1102903.577025066 310887.9866618933, 1102912.921134246 310923.2830564002)",31
16773,16774,30.063734536427003,300637.34536427003,1,"LINESTRING (1102912.921134246 310923.2830564002, 1102904.169327861 310952.0182620033)",31
16774,16775,31.509493720458998,315094.93720459,1,"LINESTRING (1102904.169327861 310952.0182620033, 1102888.48232466 310978.9437750315)",31
16775,16776,35.143135697329996,351431.35697329993,1,"LINESTRING (1102888.48232466 310978.9437750315, 1102860.972436441 311000.64006079)",27
16775,16785,32.220699712971,322206.99712971,1,"LINESTRING (1102888.48232466 310978.9437750315, 1102920.188822411 310982.5806657477)",28
16785,16786,13.632606370787,136326.06370787,1,"LINESTRING (1102920.188822411 310982.5806657477, 1102933.798877209 310981.7968514474)",28
16786,16787,35.498900165029,354989.00165029,1,"LINESTRING (1102933.798877209 310981.7968514474, 1102966.308427889 310989.8487736034)",28
16787,16788,31.773414570411003,317734.14570411004,1,"LINESTRING (1102966.308427889 310989.8487736034, 1102989.566143753 311011.352295745)",28
16788,16789,32.142318577433,321423.18577433005,1,"LINESTRING (1102989.566143753 311011.352295745, 1103011.560942774 311034.7857411772)",28
16789,16790,30.924347778827002,309243.47778827004,1,"LINESTRING (1103011.560942774 311034.7857411772, 1103024.724352158 311061.7147414937)",28
16790,16791,30.519009120622,305190.09120622004,1,"LINESTRING (1103024.724352158 311061.7147414937, 1103046.466024314 311077.171343433)",28
16791,16792,34.176735571559,341767.35571559,1,"LINESTRING (1103046.466024314 311077.171343433, 1103072.884259698 311097.1819333117)",28
16792,16793,34.978388974823,349783.88974823,1,"LINESTRING (1103072.884259698 311097.1819333117, 1103097.076506563 311118.9504639544)",28
16793,16794,39.434620697625,394346.20697625,1,"LINESTRING (1103097.076506563 311118.9504639544, 1103134.2424561 311131.8728250354)",28
16794,16795,37.558529517155,375585.29517155,1,"LINESTRING (1103134.2424561 311131.8728250354, 1103170.068715272 311143.104509226)",28
16795,16796,30.420202805284998,304202.02805285,1,"LINESTRING (1103170.068715272 311143.104509226, 1103189.900247466 311164.8528744869)",28
16796,19702,14.33751329054515,143375.1329054515,1,"LINESTRING (1103189.900247466 311164.8528744869, 1103175.709561965 311166.8995137726)",28
16797,16798,34.733040286042005,347330.40286042006,1,"LINESTRING (1103203.52036815 311182.0773657101, 1103233.207827239 311165.0724201043)",29
16797,19706,14.270584579177218,142705.84579177218,1,"LINESTRING (1103203.52036815 311182.0773657101, 1103189.25904821 311182.5915036561)",29
16798,16799,32.613776668013,326137.76668013004,1,"LINESTRING (1103233.207827239 311165.0724201043, 1103257.327417991 311144.0118879814)",29
16799,16800,38.295684923460996,382956.84923461,1,"LINESTRING (1103257.327417991 311144.0118879814, 1103273.74263814 311109.4303783799)",29
16800,16801,31.315253912364,313152.53912364,1,"LINESTRING (1103273.74263814 311109.4303783799, 1103301.327384649 311109.9771513139)",29
16801,16802,33.697758414225,336977.58414225,1,"LINESTRING (1103301.327384649 311109.9771513139, 1103332.015738877 311123.3255708072)",29
16802,16803,33.007142147658996,330071.42147659,1,"LINESTRING (1103332.015738877 311123.3255708072, 1103362.55990158 311135.4820978682)",29
16803,16804,36.870914397334,368709.14397334,1,"LINESTRING (1103362.55990158 311135.4820978682, 1103397.210924982 311147.918286749)",29
16804,16805,60.638383830613,606383.83830613,1,"LINESTRING (1103397.210924982 311147.918286749, 1103457.53303667 311153.8473496431)",29
16817,16818,35.981261952092005,359812.61952092004,1,"LINESTRING (1100626.689706289 311485.8691625983, 1100657.31852369 311475.4296543703)",44
16818,16819,35.608136143532995,356081.36143532995,1,"LINESTRING (1100657.31852369 311475.4296543703, 1100692.783360417 311475.5099192798)",44
16819,19791,14.66039249162223,146603.9249162223,1,"LINESTRING (1100692.783360417 311475.5099192798, 1100680.326791729 311483.2404434868)",44
16822,16823,32.314841673427,323148.41673427,1,"LINESTRING (1101753.307983156 311486.9150518082, 1101764.435549007 311516.9424041242)",55
16823,16824,32.342665034593004,323426.65034593,1,"LINESTRING (1101764.435549007 311516.9424041242, 1101773.537862427 311547.8258736281)",55
16827,16828,32.356753816273006,323567.53816273005,1,"LINESTRING (1102774.314586561 312003.4701746485, 1102796.762374973 312025.9659884597)",47
16827,19920,84.4114185838403,844114.1858384031,1,"LINESTRING (1102774.314586561 312003.4701746485, 1102733.305340562 311929.6898972706)",47
16828,16829,33.830694067038,338306.94067038,1,"LINESTRING (1102796.762374973 312025.9659884597, 1102817.207254374 312052.5566789533)",48
16828,19933,61.562027169634426,615620.2716963443,1,"LINESTRING (1102796.762374973 312025.9659884597, 1102851.447511898 311997.6919900034)",77
16829,16830,35.419924960206004,354199.24960206,1,"LINESTRING (1102817.207254374 312052.5566789533, 1102843.599488007 312076.0294453807)",48
16830,16831,38.862747900442,388627.47900442005,1,"LINESTRING (1102843.599488007 312076.0294453807, 1102875.802451083 312097.5935057577)",48
16831,16832,37.632310758016,376323.10758015997,1,"LINESTRING (1102875.802451083 312097.5935057577, 1102909.790188526 312113.6750483608)",48
16832,16833,35.999662474295,359996.62474295,1,"LINESTRING (1102909.790188526 312113.6750483608, 1102938.361823179 312135.3432561643)",48
16833,16834,105.695247506719,1056952.47506719,1,"LINESTRING (1102938.361823179 312135.3432561643, 1102975.208307783 312228.868497242)",48
16834,16835,31.574513939284003,315745.13939284004,1,"LINESTRING (1102975.208307783 312228.868497242, 1102970.461942556 312259.4462848946)",48
16835,16836,34.339281339226,343392.81339226,1,"LINESTRING (1102970.461942556 312259.4462848946, 1102987.137272367 312287.6668543091)",48
16836,16837,33.009432910419,330094.32910419,1,"LINESTRING (1102987.137272367 312287.6668543091, 1102984.777422124 312320.191511764)",48
16837,15610,20.264241134399,202642.41134399,1,"LINESTRING (1102984.777422124 312320.191511764, 1102978.073281627 312339.1270169076)",22
16838,15610,31.876736663177002,318767.36663177004,1,"LINESTRING (1102967.512576403 312368.3562007967, 1102978.073281627 312339.1270169076)",22
16838,16839,10.610523478075013,106105.23478075014,1,"LINESTRING (1102967.512576403 312368.3562007967, 1102967.622261286 312378.9661573331)",22
16839,16840,33.012441244525,330124.41244525,1,"LINESTRING (1102967.622261286 312378.9661573331, 1102961.530501429 312411.082551637)",22
16840,16841,40.812613394515004,408126.13394515007,1,"LINESTRING (1102961.530501429 312411.082551637, 1102954.080694355 312449.4745240462)",22
16841,16842,50.388324006207,503883.24006207,1,"LINESTRING (1102954.080694355 312449.4745240462, 1102953.284584687 312499.8563683308)",22
16842,16843,9.475907688854,94759.07688854,1,"LINESTRING (1102953.284584687 312499.8563683308, 1102952.379731198 312509.2889749001)",22
16843,20068,14.74203248388876,147420.3248388876,1,"LINESTRING (1102952.379731198 312509.2889749001, 1102941.439166207 312519.1698432547)",22
16844,15578,11.968599225784,119685.99225784,1,"LINESTRING (1103381.977553105 312507.7820639097, 1103393.946022321 312507.8378497834)",23
16844,16845,34.808663646224,348086.63646223996,1,"LINESTRING (1103381.977553105 312507.7820639097, 1103353.322252674 312488.020915633)",23
16845,16846,32.979870780229,329798.70780229,1,"LINESTRING (1103353.322252674 312488.020915633, 1103324.952561095 312471.2299209777)",23
19022,18087,54.193189736457,541931.8973645701,1,"LINESTRING (1103495.905130481 312849.8469419308, 1103546.398498197 312830.166453358)",24
19022,19023,39.833720850293,398337.20850293,1,"LINESTRING (1103495.905130481 312849.8469419308, 1103459.002568035 312864.8444817858)",25
19022,20204,30.98909356695807,309890.9356695807,1,"LINESTRING (1103495.905130481 312849.8469419308, 1103512.264299234 312876.1661652822)",80
19023,19024,33.173815165639,331738.15165639,1,"LINESTRING (1103459.002568035 312864.8444817858, 1103428.991435038 312878.980743982)",25
19024,19025,41.216378818623,412163.78818623,1,"LINESTRING (1103428.991435038 312878.980743982, 1103391.480300606 312896.0601080383)",25
19025,19026,67.501383152327,675013.83152327,1,"LINESTRING (1103391.480300606 312896.0601080383, 1103328.491759963 312920.3076209228)",25
19026,19027,30.660525850788,306605.25850788003,1,"LINESTRING (1103328.491759963 312920.3076209228, 1103299.252242613 312929.5335881133)",25
