ID,X,Y,Voltage,Power,Cluster
26449.0,1119876.5665152806,329677.9094740039,0.904,0.553,60
26466.0,1116888.4912342548,332174.08361115627,1.0,0.292,61
26488.0,1117293.308178648,332310.5357423353,1.0,0.359,61
26496.0,1116569.9049283608,332422.8094706644,1.0,0.939,61
20776.0,1111916.9508991758,311598.41985882627,0.927,0.616,7
20810.0,1111515.8201903377,311760.9866284429,0.927,1.92,7
20815.0,1111259.5031469436,311782.33028101816,0.927,0.327,7
20850.0,1126116.7733668028,312127.43009238143,0.998,1.215,8
20869.0,1125975.674563907,312608.04396286386,0.998,0.374,8
20885.0,1105376.4776798957,312131.3448771241,0.936,0.409,9
20901.0,1105886.4211431805,312358.4024115715,0.936,1.06,9
26497.0,1118181.4249354028,333867.98575453914,1.0,0.0,-1
26498.0,1094864.976209544,310768.8675195269,1.0,0.0,-1
26499.0,1117711.835990212,313074.1222759219,1.0,0.0,-1
