id1,id2,Length,Loading,Cost,Geom
23794.0,17123.0,1241.44,-0.009,38769.699030255964,"LINESTRING (1110561.323122334 317364.4726761144, 1110549.336225781 317350.6233234867, 1110518.121246116 317464.7453569041, 1110518.121246116 317664.7453569041, 1110518.121246116 317864.7453569041, 1110518.121246116 318064.7453569041, 1110318.121246116 318264.7453569041, 1110260.276586297 318371.9822430033, 1110226.612951936 318397.6025164562, 1110273.645952086 318431.2332542509)"
23848.0,25441.0,2567.678,0.01,71403.48476831347,"LINESTRING (1124910.953820863 316546.0709322611, 1124923.740743955 316645.9026536465, 1124674.281142307 316693.483920665, 1124545.697350477 316771.4003427502, 1124376.956542368 316977.6667539497, 1124268.112621348 317184.2161066402, 1124318.121246116 317464.7453569041, 1124318.121246116 317664.7453569041, 1124518.121246116 317864.7453569041, 1124718.121246116 318064.7453569041, 1124918.121246116 318264.7453569041, 1125060.763115346 318444.2488207549)"
23937.0,23961.0,638.634,-0.006,11906.897559788864,"LINESTRING (1104364.096012618 316689.6999651818, 1104518.121246116 316664.7453569041, 1104718.121246116 316664.7453569041, 1104843.793923754 316627.2681640527, 1104817.394622908 316648.0259591758, 1104821.782538034 316689.7927688902, 1104768.66780077 316743.9824763892)"
15951.0,24070.0,729.612,0.002,14374.341524468617,"LINESTRING (1103758.26692825 316317.0992239011, 1103742.555670398 316346.7784052805, 1103723.869757786 316372.2648465691, 1103696.105177554 316417.9410477242, 1103518.121246116 316464.7453569041, 1103318.121246116 316464.7453569041, 1103093.25997524 316495.391185698)"
17348.0,25190.0,1603.967,0.053,29651.683473803463,"LINESTRING (1104538.904316401 317364.9773365618, 1104501.611586602 317399.0121084841, 1104518.121246116 317664.7453569041, 1104518.121246116 317864.7453569041, 1104718.121246116 318064.7453569041, 1104918.121246116 318264.7453569041, 1104929.850016895 318394.8256695475, 1104918.702238134 318432.7537073306, 1104894.294354045 318468.7758404749, 1104887.031919023 318469.3626660571, 1104871.368021764 318463.5860793674, 1104848.725919142 318471.8417729844, 1104787.138907647 318478.2075024234, 1104782.062650729 318556.2968902744, 1104800.638407671 318557.0957831221, 1104837.678151201 318590.4950239978, 1104854.866718267 318598.4114112199, 1104874.956876928 318576.424042327)"
24396.0,25300.0,626.466,0.002,12564.527554604983,"LINESTRING (1092654.462078458 318093.4547421675, 1092718.121246116 318064.7453569041, 1092918.121246116 318064.7453569041, 1093097.821526712 318256.9102680757, 1093106.797753537 318280.5926320393, 1093095.108264333 318294.3712202631, 1093073.901845213 318339.8069218468)"
16181.0,25667.0,1496.989,0.021,17640.618603306102,"LINESTRING (1092511.612842973 319369.1301579393, 1092540.378172691 319459.9616342973, 1092549.794812019 319494.9556991321, 1092560.322668074 319548.3884040489, 1092570.038021552 319615.4865351987, 1092572.989723167 319676.4395505927, 1092564.653992955 319933.9753639569, 1092554.972290835 320147.1566469815, 1092612.004504134 320338.783952748, 1092698.653117937 320566.9989171107, 1092522.805955181 320768.0111162022)"
15852.0,15789.0,4532.105,-0.006,46415.67292722278,"LINESTRING (1095364.214586297 317650.5781823821, 1095330.291461455 317699.9340879242, 1095298.218342279 317749.8383225818, 1095257.139196533 317818.8603797151, 1095229.605630569 317884.4003432504, 1095200.342919738 317959.5540273152, 1095139.910524733 318109.4707754078, 1095115.534203712 318186.0895073524, 1095118.121246116 318264.7453569041, 1095052.189218751 318364.5227868853, 1095038.104242466 318409.2718660819, 1095025.035379302 318440.830564024, 1095013.657650686 318472.8903623414, 1094992.095231535 318535.982616098, 1094963.358031448 318598.7527435965, 1094938.758295412 318647.1187908017, 1094927.515651656 318678.2951397012, 1094911.51857816 318703.7914908339, 1094890.224520913 318743.5468370607, 1094872.519034742 318784.2030013893, 1094835.794845484 318858.241582169, 1094817.219366267 318894.8736713417, 1094799.557002454 318930.3189322495, 1094772.780471671 318985.9700123579, 1094740.793799608 319039.3540107777, 1094721.95835743 319065.581349458, 1094584.518807381 319228.4974973974, 1094443.741481309 319400.9261707898, 1094424.755702348 319427.301520264, 1094384.084668203 319481.1003222677, 1094349.731353177 319526.4329443039, 1094310.906108664 319573.6986568393, 1094295.51829338 319610.9222489989, 1094281.298003033 319654.5440835002, 1094271.311212401 319683.2507042821, 1094254.180694932 319728.9618495175, 1094223.310591487 319799.6025747158, 1094212.086305535 319828.8337452753, 1094198.021368697 319867.2545384888, 1094180.873048859 319910.7694569845, 1094162.634215818 319967.3346124659, 1094145.195482257 320048.7394282139, 1094119.419552074 320180.0746095592, 1094109.728300029 320237.4242832047, 1094096.892211933 320275.1342192029, 1094067.94995355 320303.8445710336, 1094038.907146356 320334.0432827134, 1093923.591036021 320444.1315616835, 1093843.736761671 320519.8917457273, 1093758.465390253 320601.6375196032, 1093703.616394285 320648.2965817439, 1093673.819164791 320679.7942560413, 1093610.793508152 320738.306868416, 1093521.276393362 320777.9911577019, 1093446.315309728 320802.1762574828, 1093414.304007691 320815.1180579735, 1093328.104150416 320855.7390990157, 1093084.349430911 320978.3883189073, 1092974.904732104 321030.1218236753, 1092894.041317019 321068.1343820411, 1092823.653492669 321104.8004282707, 1092793.702588683 321117.3703102139)"
24957.0,25479.0,584.27,0.002,18500.507398063317,"LINESTRING (1107908.562171164 318110.2825122173, 1108019.401117946 318062.7104297185, 1108118.121246116 318264.7453569041, 1108261.285313197 318455.8584722729)"
24980.0,15107.0,756.241,-0.006,11987.034831033276,"LINESTRING (1107584.513664625 318362.3171267029, 1107590.407854045 318343.5740605597, 1107596.634197175 318330.6967786054, 1107614.470602227 318339.3102284257, 1107637.760121992 318346.6919682102, 1107630.545197221 318383.9641232919, 1107659.726464831 318405.4083074256, 1107518.121246116 318664.7453569041, 1107549.902384245 318900.9335105321, 1107585.340693579 318908.8468173035, 1107618.407217384 318915.6877614372)"
