X,Y,ID,Population,Elevation,Weight,geometry,Land_cover,Cluster,MV_Power,Substation,Type
1117918.1212461155,309664.74535690405,119.0,,1054,2.8907384560148754,POINT (1117918.121246116 309664.7453569041),,,,,Standard
1118118.1212461155,309664.74535690405,120.0,,1054,1.9681201946390936,POINT (1118118.121246116 309664.7453569041),,,,,Standard
1118318.1212461155,309664.74535690405,121.0,,1051,1.5,POINT (1118318.121246116 309664.7453569041),,,,,Standard
1118518.1212461155,309664.74535690405,122.0,,1052,2.252581877401072,POINT (1118518.121246116 309664.7453569041),,,,,Standard
1118718.1212461155,309664.74535690405,123.0,,1053,1.5,POINT (1118718.121246116 309664.7453569041),,,,,Standard
1118918.1212461155,309664.74535690405,124.0,,989,1.5305748703504647,POINT (1118918.121246116 309664.7453569041),,,,,Standard
1095918.1212461155,309864.74535690405,125.0,,1101,4.123220740539848,POINT (1095918.121246116 309864.7453569041),,,,,Standard
1096118.1212461155,309864.74535690405,126.0,,1102,4.562023300444853,POINT (1096118.121246116 309864.7453569041),,,,,Standard
1096318.1212461155,309864.74535690405,127.0,,1099,4.983041011958981,POINT (1096318.121246116 309864.7453569041),,,,,Standard
1096518.1212461155,309864.74535690405,128.0,,1093,5.586223487148758,POINT (1096518.121246116 309864.7453569041),,,,,Standard
1096718.1212461155,309864.74535690405,129.0,,1087,5.779827744905182,POINT (1096718.121246116 309864.7453569041),,,,,Standard
1096918.1212461155,309864.74535690405,130.0,,1087,4.998013666235967,POINT (1096918.121246116 309864.7453569041),,,,,Standard
1097118.1212461155,309864.74535690405,131.0,,1090,4.317539149174486,POINT (1097118.121246116 309864.7453569041),,,,,Standard
1097318.1212461155,309864.74535690405,132.0,,1095,3.755496129207918,POINT (1097318.121246116 309864.7453569041),,,,,Standard
1097518.1212461155,309864.74535690405,133.0,,1099,3.4367286473018828,POINT (1097518.121246116 309864.7453569041),,,,,Standard
1097718.1212461155,309864.74535690405,134.0,,1103,2.5220392754864016,POINT (1097718.121246116 309864.7453569041),,,,,Standard
1097918.1212461155,309864.74535690405,135.0,,1105,1.5215731395062158,POINT (1097918.121246116 309864.7453569041),,,,,Standard
1098318.1212461155,309864.74535690405,136.0,,1030,2.39965264305866,POINT (1098318.121246116 309864.7453569041),,,,,Standard
1098518.1212461155,309864.74535690405,137.0,,1110,3.1371495385953,POINT (1098518.121246116 309864.7453569041),,,,,Standard
1098718.1212461155,309864.74535690405,138.0,,1108,3.6716893255698997,POINT (1098718.121246116 309864.7453569041),,,,,Standard
1098918.1212461155,309864.74535690405,139.0,,1108,4.074315613507052,POINT (1098918.121246116 309864.7453569041),,,,,Standard
1099118.1212461155,309864.74535690405,140.0,,1107,4.4138755134584216,POINT (1099118.121246116 309864.7453569041),,,,,Standard
1099318.1212461155,309864.74535690405,141.0,,1109,4.909133280165577,POINT (1099318.121246116 309864.7453569041),,,,,Standard
1099518.1212461155,309864.74535690405,142.0,,1105,5.449917070961794,POINT (1099518.121246116 309864.7453569041),,,,,Standard
1099718.1212461155,309864.74535690405,143.0,,1100,6.002779652844075,POINT (1099718.121246116 309864.7453569041),,,,,Standard
1099918.1212461155,309864.74535690405,144.0,,1100,5.7269764089474675,POINT (1099918.121246116 309864.7453569041),,,,,Standard
1100118.1212461155,309864.74535690405,145.0,,1105,4.929658529186246,POINT (1100118.121246116 309864.7453569041),,,,,Standard
1100318.1212461155,309864.74535690405,146.0,,1105,4.2488385340737835,POINT (1100318.121246116 309864.7453569041),,,,,Standard
1100518.1212461155,309864.74535690405,147.0,,1105,3.7711081710176058,POINT (1100518.121246116 309864.7453569041),,,,,Standard
1100718.1212461155,309864.74535690405,148.0,,1112,3.5407597467641767,POINT (1100718.121246116 309864.7453569041),,,,,Standard
1100918.1212461155,309864.74535690405,149.0,,1118,3.3277407353590442,POINT (1100918.121246116 309864.7453569041),,,,,Standard
1101118.1212461155,309864.74535690405,150.0,,1116,3.0938222092271737,POINT (1101118.121246116 309864.7453569041),,,,,Standard
1101318.1212461155,309864.74535690405,151.0,,1114,2.646204193273436,POINT (1101318.121246116 309864.7453569041),,,,,Standard
1101518.1212461155,309864.74535690405,152.0,,1106,1.8857939182583487,POINT (1101518.121246116 309864.7453569041),,,,,Standard
1101718.1212461155,309864.74535690405,153.0,,1098,1.5,POINT (1101718.121246116 309864.7453569041),,,,,Standard
1101918.1212461155,309864.74535690405,154.0,,1089,1.655004696401042,POINT (1101918.121246116 309864.7453569041),,,,,Standard
1102118.1212461155,309864.74535690405,155.0,,1086,1.9522813616047563,POINT (1102118.121246116 309864.7453569041),,,,,Standard
1102318.1212461155,309864.74535690405,156.0,,1086,2.2965641134830608,POINT (1102318.121246116 309864.7453569041),,,,,Standard
1102518.1212461155,309864.74535690405,157.0,,1082,2.6596174328220856,POINT (1102518.121246116 309864.7453569041),,,,,Standard
1102718.1212461155,309864.74535690405,158.0,,1077,3.037104400347988,POINT (1102718.121246116 309864.7453569041),,,,,Standard
1102918.1212461155,309864.74535690405,159.0,,1077,3.347836892391812,POINT (1102918.121246116 309864.7453569041),,,,,Standard
1103118.1212461155,309864.74535690405,160.0,,1079,3.6250201022695334,POINT (1103118.121246116 309864.7453569041),,,,,Standard
1103318.1212461155,309864.74535690405,161.0,,1079,3.962603057005589,POINT (1103318.121246116 309864.7453569041),,,,,Standard
1103518.1212461155,309864.74535690405,162.0,,1078,4.559872374813797,POINT (1103518.121246116 309864.7453569041),,,,,Standard
1103718.1212461155,309864.74535690405,163.0,,1074,5.296275999735847,POINT (1103718.121246116 309864.7453569041),,,,,Standard
1103918.1212461155,309864.74535690405,164.0,,1068,6.001221792952678,POINT (1103918.121246116 309864.7453569041),,,,,Standard
1104118.1212461155,309864.74535690405,165.0,,1062,6.002452603705332,POINT (1104118.121246116 309864.7453569041),,,,,Standard
1104318.1212461155,309864.74535690405,166.0,,1058,6.0042926554226606,POINT (1104318.121246116 309864.7453569041),,,,,Standard
1104518.1212461155,309864.74535690405,167.0,,1055,6.0035002483862625,POINT (1104518.121246116 309864.7453569041),,,,,Standard
1104718.1212461155,309864.74535690405,168.0,,1053,6.003128819898027,POINT (1104718.121246116 309864.7453569041),,,,,Standard
1104918.1212461155,309864.74535690405,169.0,,1053,6.004347794546652,POINT (1104918.121246116 309864.7453569041),,,,,Standard
1105118.1212461155,309864.74535690405,170.0,,1050,6.005049371411017,POINT (1105118.121246116 309864.7453569041),,,,,Standard
1107718.1212461155,309864.74535690405,171.0,,1034,6.001924917354135,POINT (1107718.121246116 309864.7453569041),,,,,Standard
1107918.1212461155,309864.74535690405,172.0,,1032,6.002234246500598,POINT (1107918.121246116 309864.7453569041),,,,,Standard
1116518.1212461155,309864.74535690405,173.0,,1026,4.944152307242823,POINT (1116518.121246116 309864.7453569041),,,,,Standard
1116718.1212461155,309864.74535690405,174.0,,1030,5.378304187697535,POINT (1116718.121246116 309864.7453569041),,,,,Standard
1116918.1212461155,309864.74535690405,175.0,,1033,5.981845660432326,POINT (1116918.121246116 309864.7453569041),,,,,Standard
1117118.1212461155,309864.74535690405,176.0,,1040,6.002666801251321,POINT (1117118.121246116 309864.7453569041),,,,,Standard
1117318.1212461155,309864.74535690405,177.0,,1048,5.639903864813816,POINT (1117318.121246116 309864.7453569041),,,,,Standard
1117518.1212461155,309864.74535690405,178.0,,1053,4.879929586892034,POINT (1117518.121246116 309864.7453569041),,,,,Standard
1117718.1212461155,309864.74535690405,179.0,,1055,4.203333141695596,POINT (1117718.121246116 309864.7453569041),,,,,Standard
1117918.1212461155,309864.74535690405,180.0,,1053,3.3600270065126585,POINT (1117918.121246116 309864.7453569041),,,,,Standard
1118118.1212461155,309864.74535690405,181.0,,1050,2.6975250776928354,POINT (1118118.121246116 309864.7453569041),,,,,Standard
1118318.1212461155,309864.74535690405,182.0,,1045,2.4780249288521228,POINT (1118318.121246116 309864.7453569041),,,,,Standard
1118518.1212461155,309864.74535690405,183.0,,1047,2.7835326096950808,POINT (1118518.121246116 309864.7453569041),,,,,Standard
1118718.1212461155,309864.74535690405,184.0,,1050,2.1118325743286563,POINT (1118718.121246116 309864.7453569041),,,,,Standard
1118918.1212461155,309864.74535690405,185.0,,1048,2.1375757737081376,POINT (1118918.121246116 309864.7453569041),,,,,Standard
1119118.1212461155,309864.74535690405,186.0,,1044,2.8334302153864535,POINT (1119118.121246116 309864.7453569041),,,,,Standard
1119318.1212461155,309864.74535690405,187.0,,1045,3.724621566466401,POINT (1119318.121246116 309864.7453569041),,,,,Standard
1120118.1212461155,309864.74535690405,188.0,,1054,3.898014057211407,POINT (1120118.121246116 309864.7453569041),,,,,Standard
1120318.1212461155,309864.74535690405,189.0,,1052,4.0880698260046335,POINT (1120318.121246116 309864.7453569041),,,,,Standard
1120518.1212461155,309864.74535690405,190.0,,1049,4.559566968735714,POINT (1120518.121246116 309864.7453569041),,,,,Standard
1120718.1212461155,309864.74535690405,191.0,,1045,5.219939476509143,POINT (1120718.121246116 309864.7453569041),,,,,Standard
1095118.1212461155,310064.74535690405,192.0,,940,1.5,POINT (1095118.121246116 310064.7453569041),,,,,Standard
1095318.1212461155,310064.74535690405,193.0,,964,1.5,POINT (1095318.121246116 310064.7453569041),,,,,Standard
1095518.1212461155,310064.74535690405,194.0,,1110,2.03471186494958,POINT (1095518.121246116 310064.7453569041),,,,,Standard
1095718.1212461155,310064.74535690405,195.0,,1103,3.0328422005742635,POINT (1095718.121246116 310064.7453569041),,,,,Standard
1095918.1212461155,310064.74535690405,196.0,,1096,3.3483341596169467,POINT (1095918.121246116 310064.7453569041),,,,,Standard
1096118.1212461155,310064.74535690405,197.0,,1096,3.6276835812135295,POINT (1096118.121246116 310064.7453569041),,,,,Standard
1096318.1212461155,310064.74535690405,198.0,,1094,4.1752024847079925,POINT (1096318.121246116 310064.7453569041),,,,,Standard
1096518.1212461155,310064.74535690405,199.0,,1087,4.905463553889248,POINT (1096518.121246116 310064.7453569041),,,,,Standard
1096718.1212461155,310064.74535690405,200.0,,1084,5.734260631514903,POINT (1096718.121246116 310064.7453569041),,,,,Standard
1096918.1212461155,310064.74535690405,201.0,,1086,5.72439827695799,POINT (1096918.121246116 310064.7453569041),,,,,Standard
1097118.1212461155,310064.74535690405,202.0,,1088,5.124172620052635,POINT (1097118.121246116 310064.7453569041),,,,,Standard
1097318.1212461155,310064.74535690405,203.0,,1092,4.663608781902235,POINT (1097318.121246116 310064.7453569041),,,,,Standard
1097518.1212461155,310064.74535690405,204.0,,1095,3.7214167714847024,POINT (1097518.121246116 310064.7453569041),,,,,Standard
1097718.1212461155,310064.74535690405,205.0,,1098,2.7752834150890155,POINT (1097718.121246116 310064.7453569041),,,,,Standard
1097918.1212461155,310064.74535690405,206.0,,1104,1.8406189800285824,POINT (1097918.121246116 310064.7453569041),,,,,Standard
1098118.1212461155,310064.74535690405,207.0,,1112,1.5,POINT (1098118.121246116 310064.7453569041),,,,,Standard
1098318.1212461155,310064.74535690405,208.0,,1116,1.7290314596987113,POINT (1098318.121246116 310064.7453569041),,,,,Standard
1098518.1212461155,310064.74535690405,209.0,,1116,2.291545453675832,POINT (1098518.121246116 310064.7453569041),,,,,Standard
1098718.1212461155,310064.74535690405,210.0,,1115,2.9506781402199893,POINT (1098718.121246116 310064.7453569041),,,,,Standard
1098918.1212461155,310064.74535690405,211.0,,1113,3.1017352099084867,POINT (1098918.121246116 310064.7453569041),,,,,Standard
1099118.1212461155,310064.74535690405,212.0,,1111,3.5757936038975187,POINT (1099118.121246116 310064.7453569041),,,,,Standard
1099318.1212461155,310064.74535690405,213.0,,1109,4.050309754901172,POINT (1099318.121246116 310064.7453569041),,,,,Standard
1099518.1212461155,310064.74535690405,214.0,,1105,4.714138487775736,POINT (1099518.121246116 310064.7453569041),,,,,Standard
1099718.1212461155,310064.74535690405,215.0,,1102,5.50397175395828,POINT (1099718.121246116 310064.7453569041),,,,,Standard
1099918.1212461155,310064.74535690405,216.0,,1104,6.003739663537352,POINT (1099918.121246116 310064.7453569041),,,,,Standard
1100118.1212461155,310064.74535690405,217.0,,1109,5.65106833435588,POINT (1100118.121246116 310064.7453569041),,,,,Standard
1100318.1212461155,310064.74535690405,218.0,,1110,5.093051712899495,POINT (1100318.121246116 310064.7453569041),,,,,Standard
1100518.1212461155,310064.74535690405,219.0,,1110,4.720506447335668,POINT (1100518.121246116 310064.7453569041),,,,,Standard
1100718.1212461155,310064.74535690405,220.0,,1118,4.501911922885613,POINT (1100718.121246116 310064.7453569041),,,,,Standard
1100918.1212461155,310064.74535690405,221.0,,1121,4.310499687967599,POINT (1100918.121246116 310064.7453569041),,,,,Standard
1101118.1212461155,310064.74535690405,222.0,,1119,3.999127461882505,POINT (1101118.121246116 310064.7453569041),,,,,Standard
1101318.1212461155,310064.74535690405,223.0,,1116,3.222601964181087,POINT (1101318.121246116 310064.7453569041),,,,,Standard
1101518.1212461155,310064.74535690405,224.0,,1108,2.4072580953508247,POINT (1101518.121246116 310064.7453569041),,,,,Standard
1101718.1212461155,310064.74535690405,225.0,,1100,1.7482891413382564,POINT (1101718.121246116 310064.7453569041),,,,,Standard
