Conn_param,Cost,ID1,ID2,Length,geometry
190.0,4715515.27155869,16097.0,16094.0,471.551527155869,"LINESTRING (1125764.80992684 314445.7920512384, 1125371.821043362 314195.1355754609)"
191.0,1969847.9026860478,16094.0,22604.0,196.9847902686048,"LINESTRING (1125371.821043362 314195.1355754609, 1125532.158744217 314106.5631123472)"
192.0,5264291.443673336,17826.0,22701.0,526.4291443673335,"LINESTRING (1126127.884829352 314687.9841272869, 1126465.991692972 314782.1513528564)"
193.0,4896506.23312185,17826.0,17823.0,489.65062331218496,"LINESTRING (1126127.884829352 314687.9841272869, 1126078.797885039 315169.7697888689)"
194.0,3196275.8328530053,17823.0,22813.0,319.62758328530055,"LINESTRING (1126078.797885039 315169.7697888689, 1126107.712277186 315426.9158546103)"
195.0,3355801.1136270706,22813.0,22860.0,335.58011136270704,"LINESTRING (1126107.712277186 315426.9158546103, 1126254.551639346 315664.4853802641)"
196.0,4014584.5104349274,22860.0,22876.0,401.45845104349274,"LINESTRING (1126254.551639346 315664.4853802641, 1126391.764376907 315869.3183965732)"
197.0,4831178.366905658,22876.0,22894.0,483.1178366905658,"LINESTRING (1126391.764376907 315869.3183965732, 1126818.409437768 316078.7848449763)"
198.0,5118490.076178197,22824.0,22830.0,511.84900761781967,"LINESTRING (1127823.431023448 315491.8150212321, 1127424.342014385 315518.5287834317)"
199.0,4692777.934305443,22570.0,16087.0,469.2777934305443,"LINESTRING (1124841.449726118 313745.5958859502, 1124642.826447774 313801.208918286)"
200.0,2325520.61440632,16087.0,16092.0,232.552061440632,"LINESTRING (1124642.826447774 313801.208918286, 1124758.095966553 313998.1537240885)"
201.0,6446301.9365988895,16092.0,16094.0,644.6301936598891,"LINESTRING (1124758.095966553 313998.1537240885, 1125371.821043362 314195.1355754609)"
202.0,377732.3910978288,22575.0,16087.0,37.77323910978288,"LINESTRING (1124614.202372825 313825.8560261521, 1124642.826447774 313801.208918286)"
203.0,10515873.769197842,22969.0,22931.0,1051.5873769197844,"LINESTRING (1101763.544233496 314118.8339836033, 1101967.753127649 313808.8908083066)"
204.0,9394021.202434182,22996.0,23021.0,939.4021202434183,"LINESTRING (1126485.076563085 313931.6149651542, 1126141.984239397 314059.2667378414)"
205.0,2477785.7940740488,23074.0,16907.0,247.77857940740486,"LINESTRING (1093998.406251836 314331.1203254656, 1093906.295199838 314404.7573346569)"
206.0,366398.26128094003,16907.0,16908.0,36.639826128094,"LINESTRING (1093906.295199838 314404.7573346569, 1093897.822135899 314440.4039901269)"
207.0,452238.88686819,16908.0,16909.0,45.223888686819,"LINESTRING (1093897.822135899 314440.4039901269, 1093884.635762923 314483.6499030119)"
208.0,7220681.720550229,16909.0,23219.0,722.0681720550231,"LINESTRING (1093884.635762923 314483.6499030119, 1093776.830546257 315107.1784212188)"
209.0,773048.8431403821,23106.0,23119.0,77.30488431403822,"LINESTRING (1093768.304336434 314436.6641603243, 1093818.83089177 314468.5815798237)"
210.0,3251691.0093602207,23119.0,23165.0,325.16910093602206,"LINESTRING (1093818.83089177 314468.5815798237, 1093665.715414851 314649.220327308)"
211.0,8167402.577542039,23165.0,23226.0,816.7402577542038,"LINESTRING (1093665.715414851 314649.220327308, 1093597.493493583 315223.7529134919)"
212.0,1206876.6797070666,16907.0,23062.0,120.68766797070666,"LINESTRING (1093906.295199838 314404.7573346569, 1093911.572635065 314309.6160886849)"
213.0,2663912.5435760817,23179.0,16909.0,266.39125435760815,"LINESTRING (1094013.533726149 314691.4586448054, 1093884.635762923 314483.6499030119)"
214.0,1014960.3906245896,16908.0,23119.0,101.49603906245895,"LINESTRING (1093897.822135899 314440.4039901269, 1093818.83089177 314468.5815798237)"
215.0,6462288.315266848,23239.0,15666.0,646.2288315266845,"LINESTRING (1103582.944133453 313998.9022121858, 1103754.136209929 314331.4601083166)"
216.0,7886008.474885506,15666.0,23278.0,788.6008474885507,"LINESTRING (1103754.136209929 314331.4601083166, 1104376.152024484 314456.6340169309)"
217.0,2224117.546842837,15666.0,23287.0,222.4117546842837,"LINESTRING (1103754.136209929 314331.4601083166, 1103781.908086988 314532.7160064619)"
218.0,556936.6793453121,23362.0,17618.0,55.693667934531206,"LINESTRING (1107067.746861786 315652.9329156274, 1107117.412579945 315678.1341276569)"
219.0,6924013.57469559,17618.0,17626.0,692.401357469559,"LINESTRING (1107117.412579945 315678.1341276569, 1107119.466797677 314988.9332889894)"
220.0,2226931.2134704,17626.0,17631.0,222.69312134704,"LINESTRING (1107119.466797677 314988.9332889894, 1107116.328156494 314767.89308901)"
221.0,4650656.789430457,23337.0,17626.0,465.0656789430456,"LINESTRING (1106781.320971861 315247.6666933145, 1107119.466797677 314988.9332889894)"
222.0,7674271.089989848,17618.0,23379.0,767.4271089989846,"LINESTRING (1107117.412579945 315678.1341276569, 1107546.659829107 315994.9897268551)"
223.0,2939955.395174148,23408.0,23393.0,293.9955395174148,"LINESTRING (1114933.751567534 314707.028095581, 1114711.766106224 314638.8170969723)"
224.0,808137.0627457299,18117.0,18098.0,80.813706274573,"LINESTRING (1105156.126226206 315612.7934461224, 1105107.595696318 315666.4043800919)"
225.0,3500085.5292680506,18098.0,18108.0,350.008552926805,"LINESTRING (1105107.595696318 315666.4043800919, 1104840.421419681 315471.5059216935)"
226.0,7374532.166780456,18108.0,23467.0,737.4532166780457,"LINESTRING (1104840.421419681 315471.5059216935, 1105109.009818029 314995.6703619668)"
227.0,4698055.752458714,23467.0,23438.0,469.80557524587135,"LINESTRING (1105109.009818029 314995.6703619668, 1104932.576471607 314719.3081904739)"
228.0,2292515.7650812767,23482.0,18108.0,229.25157650812764,"LINESTRING (1105040.799829236 315426.8921089648, 1104840.421419681 315471.5059216935)"
229.0,3651051.5521946596,18098.0,23532.0,365.105155219466,"LINESTRING (1105107.595696318 315666.4043800919, 1105357.357306053 315645.5486729369)"
230.0,762278.52846556,17063.0,17064.0,76.227852846556,"LINESTRING (1101514.319746234 316621.2101315113, 1101557.444147706 316558.353377322)"
231.0,4563661.91980217,17064.0,17070.0,456.36619198021697,"LINESTRING (1101557.444147706 316558.353377322, 1101798.353843117 316171.6350730494)"
232.0,5178712.028297967,17070.0,23591.0,517.8712028297967,"LINESTRING (1101798.353843117 316171.6350730494, 1101975.463150747 315817.8779756528)"
233.0,5337582.124727609,17064.0,23669.0,533.7582124727609,"LINESTRING (1101557.444147706 316558.353377322, 1101897.811979335 316680.128543546)"
234.0,5823992.673676248,17064.0,23633.0,582.3992673676247,"LINESTRING (1101557.444147706 316558.353377322, 1101210.251903636 316365.7439371456)"
235.0,3463775.353818351,23614.0,17070.0,346.37753538183506,"LINESTRING (1102038.312567431 316227.0794569369, 1101798.353843117 316171.6350730494)"
236.0,6394351.316499928,20493.0,20503.0,639.4351316499929,"LINESTRING (1105553.179910927 310825.5518431572, 1105369.653320279 311199.5169620451)"
237.0,1300937.114484318,23747.0,23755.0,130.0937114484318,"LINESTRING (1110848.590100294 316735.2822156291, 1110759.752536706 316776.509137895)"
238.0,1288018.0597960844,23755.0,23764.0,128.80180597960845,"LINESTRING (1110759.752536706 316776.509137895, 1110680.619483113 316864.4996795089)"
239.0,6997554.944488924,23764.0,23794.0,699.7554944488925,"LINESTRING (1110680.619483113 316864.4996795089, 1110561.323122334 317364.4726761144)"
240.0,6163955.257010702,23729.0,23705.0,616.3955257010703,"LINESTRING (1110607.493449426 316531.5663791561, 1110292.797184868 316129.4921612768)"
241.0,3547612.8161413013,23729.0,23755.0,354.7612816141301,"LINESTRING (1110607.493449426 316531.5663791561, 1110759.752536706 316776.509137895)"
242.0,5132742.310433894,23810.0,17817.0,513.2742310433894,"LINESTRING (1125747.817508825 316181.9880308336, 1125392.598688724 316324.4697505559)"
243.0,823298.5795236675,17817.0,23833.0,82.32985795236675,"LINESTRING (1125392.598688724 316324.4697505559, 1125338.36921941 316338.4575433655)"
244.0,3612183.7819285514,23848.0,17814.0,361.21837819285514,"LINESTRING (1124910.953820863 316546.0709322611, 1125153.157752281 316528.0098610467)"
245.0,3185339.02380656,17814.0,17817.0,318.53390238065595,"LINESTRING (1125153.157752281 316528.0098610467, 1125392.598688724 316324.4697505559)"
246.0,1449910.386613837,23852.0,17814.0,144.9910386613837,"LINESTRING (1125166.246801517 316599.3647269193, 1125153.157752281 316528.0098610467)"
247.0,4957311.399369382,23896.0,23879.0,495.73113993693823,"LINESTRING (1109189.226174604 316593.2538335184, 1109337.043678937 316443.9112159036)"
248.0,6131065.076432277,23920.0,23937.0,613.1065076432277,"LINESTRING (1103901.557967741 316407.253056633, 1104364.096012618 316689.6999651818)"
249.0,2257934.246363541,23920.0,15951.0,225.7934246363541,"LINESTRING (1103901.557967741 316407.253056633, 1103758.26692825 316317.0992239011)"
250.0,1082184.965190595,24034.0,17348.0,108.2184965190595,"LINESTRING (1104545.289971526 317268.2360693635, 1104538.904316401 317364.9773365618)"
251.0,6345085.373951999,17348.0,17360.0,634.5085373952,"LINESTRING (1104538.904316401 317364.9773365618, 1104937.895750616 316925.6061901936)"
252.0,4648870.966393327,17360.0,23961.0,464.8870966393327,"LINESTRING (1104937.895750616 316925.6061901936, 1104768.66780077 316743.9824763892)"
253.0,5204765.932320632,17348.0,24057.0,520.4765932320632,"LINESTRING (1104538.904316401 317364.9773365618, 1104147.952363404 317622.3296554558)"
254.0,7558670.652141139,23943.0,23949.0,755.8670652141138,"LINESTRING (1105908.012140653 316294.1941189041, 1105296.270507397 316602.8922437341)"
255.0,5392203.97685168,23949.0,23978.0,539.2203976851679,"LINESTRING (1105296.270507397 316602.8922437341, 1104958.276507292 316899.4416402022)"
256.0,331656.2857781068,23978.0,17360.0,33.16562857781068,"LINESTRING (1104958.276507292 316899.4416402022, 1104937.895750616 316925.6061901936)"
257.0,3998557.4639670374,24009.0,23978.0,399.85574639670375,"LINESTRING (1105149.974684885 317091.1355661166, 1104958.276507292 316899.4416402022)"
258.0,4521547.401400365,24084.0,24070.0,452.15474014003644,"LINESTRING (1102845.526309577 316832.768599908, 1103093.25997524 316495.391185698)"
259.0,8882591.249254562,24453.0,24561.0,888.2591249254561,"LINESTRING (1091135.683637975 318412.6600265757, 1090832.55722064 318917.6893779472)"
260.0,5274344.95883287,24453.0,24407.0,527.4344958832871,"LINESTRING (1091135.683637975 318412.6600265757, 1091454.794090741 318131.7137946706)"
261.0,6528031.699166556,24407.0,24470.0,652.8031699166556,"LINESTRING (1091454.794090741 318131.7137946706, 1091748.517324488 318529.2200906181)"
262.0,4805921.710726345,24470.0,24509.0,480.59217107263447,"LINESTRING (1091748.517324488 318529.2200906181, 1092152.470436491 318697.4411251881)"
263.0,2649473.575141772,24509.0,24562.0,264.94735751417727,"LINESTRING (1092152.470436491 318697.4411251881, 1092122.193063259 318927.4399934857)"
264.0,3404034.6554161357,24210.0,24281.0,340.40346554161357,"LINESTRING (1092199.102228401 317495.8125643408, 1092401.075075497 317595.9167108027)"
265.0,2145656.5494026695,24210.0,16156.0,214.5656549402669,"LINESTRING (1092199.102228401 317495.8125643408, 1092118.912234923 317548.4541001694)"
266.0,4116275.21092782,16156.0,16163.0,411.627521092782,"LINESTRING (1092118.912234923 317548.4541001694, 1092115.964802945 317958.8488582054)"
267.0,6752696.291958341,16163.0,16170.0,675.269629195834,"LINESTRING (1092115.964802945 317958.8488582054, 1092281.252327613 318602.068362967)"
268.0,1730896.449528776,16170.0,24509.0,173.08964495287762,"LINESTRING (1092281.252327613 318602.068362967, 1092152.470436491 318697.4411251881)"
269.0,1841962.0602663578,24210.0,24167.0,184.19620602663582,"LINESTRING (1092199.102228401 317495.8125643408, 1092285.143341621 317367.4603022155)"
270.0,588855.4687712383,24167.0,24186.0,58.88554687712384,"LINESTRING (1092285.143341621 317367.4603022155, 1092278.867831194 317425.1881117757)"
271.0,6856523.7027414655,24470.0,24563.0,685.6523702741465,"LINESTRING (1091748.517324488 318529.2200906181, 1091532.127824975 318932.4929780711)"
272.0,5647386.272028312,24729.0,24629.0,564.738627202831,"LINESTRING (1091196.493775609 319667.6239129045, 1091456.498880181 319375.6098902146)"
273.0,9907473.359226968,24629.0,24670.0,990.7473359226968,"LINESTRING (1091456.498880181 319375.6098902146, 1092288.463663049 319468.9299081781)"
274.0,4941156.565408894,24670.0,16181.0,494.1156565408895,"LINESTRING (1092288.463663049 319468.9299081781, 1092511.612842973 319369.1301579393)"
275.0,3210457.804443204,16181.0,24657.0,321.04578044432037,"LINESTRING (1092511.612842973 319369.1301579393, 1092739.745240324 319443.6964933804)"
276.0,502796.9548556964,24355.0,24359.0,50.27969548556964,"LINESTRING (1092666.852596658 317852.141256923, 1092624.141834263 317878.6712127042)"
277.0,2425786.6411303026,24359.0,16936.0,242.57866411303027,"LINESTRING (1092624.141834263 317878.6712127042, 1092571.892060037 318054.7765824005)"
278.0,5968760.41302906,16936.0,16947.0,596.8760413029061,"LINESTRING (1092571.892060037 318054.7765824005, 1092336.728570069 318600.9779437281)"
279.0,827715.3855948402,16947.0,16171.0,82.771538559484,"LINESTRING (1092336.728570069 318600.9779437281, 1092303.834561326 318676.8841672998)"
280.0,7230552.815043509,16171.0,16181.0,723.0552815043511,"LINESTRING (1092303.834561326 318676.8841672998, 1092511.612842973 319369.1301579393)"
281.0,3905709.9908221625,24355.0,24237.0,390.57099908221625,"LINESTRING (1092666.852596658 317852.141256923, 1092678.845153065 317534.5119890359)"
282.0,6436087.684711893,24237.0,24114.0,643.6087684711893,"LINESTRING (1092678.845153065 317534.5119890359, 1092628.69298331 316944.4447659905)"
283.0,2885945.624894538,24134.0,24167.0,288.5945624894538,"LINESTRING (1092247.773958436 317091.2208848312, 1092285.143341621 317367.4603022155)"
284.0,2810020.5377541655,24359.0,24371.0,281.0020537754165,"LINESTRING (1092624.141834263 317878.6712127042, 1092427.364695477 317933.6260507987)"
285.0,1048868.936795136,16936.0,24396.0,104.88689367951359,"LINESTRING (1092571.892060037 318054.7765824005, 1092654.462078458 318093.4547421675)"
286.0,781632.6637103801,16170.0,16171.0,78.163266371038,"LINESTRING (1092281.252327613 318602.068362967, 1092303.834561326 318676.8841672998)"
287.0,3210289.7694261805,16947.0,24533.0,321.02897694261804,"LINESTRING (1092336.728570069 318600.9779437281, 1092474.350539733 318835.767743425)"
288.0,514638.01124587003,16155.0,16156.0,51.463801124587,"LINESTRING (1092117.514060678 317497.0092954271, 1092118.912234923 317548.4541001694)"
289.0,6249154.664325811,16155.0,24285.0,624.9154664325812,"LINESTRING (1092117.514060678 317497.0092954271, 1091781.960443101 317602.8855377514)"
290.0,7804176.18847372,16155.0,24151.0,780.417618847372,"LINESTRING (1092117.514060678 317497.0092954271, 1091874.322554498 317282.2767388324)"
291.0,651057.5399419816,24800.0,15858.0,65.10575399419815,"LINESTRING (1095552.71204067 317383.7004911924, 1095566.266697362 317436.3421479664)"
292.0,4537270.4154686,15858.0,15868.0,453.72704154686,"LINESTRING (1095566.266697362 317436.3421479664, 1095916.743355638 317151.6111137353)"
293.0,1306367.9430781214,15868.0,24757.0,130.63679430781215,"LINESTRING (1095916.743355638 317151.6111137353, 1096040.423527165 317191.5247854278)"
294.0,4120248.6692532892,24757.0,24779.0,412.0248669253289,"LINESTRING (1096040.423527165 317191.5247854278, 1096210.076134153 317273.4908856376)"
295.0,7611000.798075236,24896.0,24824.0,761.1000798075236,"LINESTRING (1096409.889631074 318199.5514418007, 1096066.749954583 317591.7663686103)"
296.0,2282415.4966299124,24824.0,16067.0,228.24154966299125,"LINESTRING (1096066.749954583 317591.7663686103, 1095922.684399563 317609.9381216585)"
297.0,1725468.3843655498,16067.0,16065.0,172.546838436555,"LINESTRING (1095922.684399563 317609.9381216585, 1095936.812541509 317781.8874322616)"
298.0,308033.14281993883,16065.0,24855.0,30.80331428199388,"LINESTRING (1095936.812541509 317781.8874322616, 1095919.202418836 317807.1604959891)"
299.0,4218235.066316746,16065.0,24894.0,421.8235066316746,"LINESTRING (1095936.812541509 317781.8874322616, 1095935.694205445 318176.2199857606)"
300.0,2964950.20555461,15858.0,15852.0,296.495020555461,"LINESTRING (1095566.266697362 317436.3421479664, 1095364.214586297 317650.5781823821)"
301.0,4583655.1156775905,16067.0,15868.0,458.36551156775903,"LINESTRING (1095922.684399563 317609.9381216585, 1095916.743355638 317151.6111137353)"
302.0,8242526.8856273005,24940.0,24957.0,824.2526885627299,"LINESTRING (1107956.429264281 317484.7697765239, 1107908.562171164 318110.2825122173)"
303.0,5796579.393289996,24957.0,24980.0,579.6579393289996,"LINESTRING (1107908.562171164 318110.2825122173, 1107584.513664625 318362.3171267029)"
304.0,6067552.597333619,24940.0,24933.0,606.7552597333619,"LINESTRING (1107956.429264281 317484.7697765239, 1108491.026941141 317423.2325545305)"
305.0,3587965.2363338787,25000.0,25019.0,358.79652363338784,"LINESTRING (1099295.322323557 317593.1625023467, 1099204.626345346 317883.1781645929)"
306.0,2478483.322215574,25019.0,25028.0,247.84833222155737,"LINESTRING (1099204.626345346 317883.1781645929, 1099441.955719694 317952.57799494)"
307.0,3363445.7613922204,25019.0,25022.0,336.344576139222,"LINESTRING (1099204.626345346 317883.1781645929, 1099011.730110206 317903.3946699035)"
308.0,3556884.722528409,20577.0,16546.0,355.68847225284094,"LINESTRING (1108262.026808308 311348.0632272501, 1107920.377028863 311335.569052736)"
309.0,6006677.28175758,16546.0,16551.0,600.6677281757579,"LINESTRING (1107920.377028863 311335.569052736, 1107389.690625315 311611.6782767023)"
310.0,7400616.816668886,16551.0,20581.0,740.0616816668886,"LINESTRING (1107389.690625315 311611.6782767023, 1107043.273612692 311350.0288401314)"
311.0,708288.7556379396,16546.0,20573.0,70.82887556379396,"LINESTRING (1107920.377028863 311335.569052736, 1107860.722383027 311318.4480704413)"
312.0,11133268.607472477,16546.0,20527.0,1113.3268607472478,"LINESTRING (1107920.377028863 311335.569052736, 1108072.704908266 310951.2118267798)"
313.0,6278372.84055689,20527.0,20509.0,627.8372840556889,"LINESTRING (1108072.704908266 310951.2118267798, 1107642.575106551 310711.6402993608)"
314.0,6036003.660485957,25090.0,25091.0,603.6003660485957,"LINESTRING (1105640.764942411 318165.5347481787, 1105368.728371098 318161.8530051626)"
315.0,9500670.661229506,25091.0,25190.0,950.0670661229509,"LINESTRING (1105368.728371098 318161.8530051626, 1104874.956876928 318576.424042327)"
316.0,5042059.1653544605,17858.0,25080.0,504.205916535446,"LINESTRING (1106283.336779833 318591.3446329915, 1106363.151825979 318115.4388093239)"
317.0,1860337.291656602,17858.0,25244.0,186.0337291656602,"LINESTRING (1106283.336779833 318591.3446329915, 1106192.119628821 318686.5884426511)"
318.0,2856780.240541434,25244.0,25274.0,285.6780240541434,"LINESTRING (1106192.119628821 318686.5884426511, 1106045.820629493 318792.0868822497)"
319.0,7562573.232250721,25274.0,25241.0,756.257323225072,"LINESTRING (1106045.820629493 318792.0868822497, 1105506.156414893 318688.1738634344)"
320.0,7601029.516392804,25241.0,25090.0,760.1029516392803,"LINESTRING (1105506.156414893 318688.1738634344, 1105640.764942411 318165.5347481787)"
321.0,4863003.976733523,25122.0,25244.0,486.3003976733523,"LINESTRING (1106099.835726652 318380.5016901789, 1106192.119628821 318686.5884426511)"
322.0,5975528.334686216,25300.0,25316.0,597.5528334686215,"LINESTRING (1093073.901845213 318339.8069218468, 1093572.745064293 318612.8664178748)"
323.0,4927534.763299416,25300.0,25287.0,492.7534763299416,"LINESTRING (1093073.901845213 318339.8069218468, 1093296.279904462 318087.0877005541)"
324.0,4049561.8606812097,25338.0,25325.0,404.95618606812104,"LINESTRING (1099810.0026629 318660.9846615576, 1099703.748765129 318303.7696479691)"
325.0,3763152.461399476,25410.0,17099.0,376.3152461399476,"LINESTRING (1109996.803734314 318698.616430632, 1110035.325471828 318401.8403644316)"
326.0,2641628.0015321923,17099.0,17123.0,264.1628001532192,"LINESTRING (1110035.325471828 318401.8403644316, 1110273.645952086 318431.2332542509)"
327.0,4968158.518046686,17123.0,25423.0,496.8158518046686,"LINESTRING (1110273.645952086 318431.2332542509, 1110402.475664762 318795.9995594947)"
328.0,1372276.076414926,25353.0,17099.0,137.2276076414926,"LINESTRING (1109953.521939481 318333.9457072018, 1110035.325471828 318401.8403644316)"
329.0,8106366.140406917,25441.0,25458.0,810.6366140406916,"LINESTRING (1125060.763115346 318444.2488207549, 1124934.663970019 319133.8528663332)"
330.0,7855181.501697735,25492.0,25479.0,785.5181501697734,"LINESTRING (1108836.668812327 318601.7669801746, 1108261.285313197 318455.8584722729)"
331.0,6916977.861750744,25521.0,25502.0,691.6977861750744,"LINESTRING (1126893.17391484 319085.4603674804, 1127053.91906396 318535.1363204195)"
332.0,4150112.9078345704,15107.0,15116.0,415.011290783457,"LINESTRING (1107618.407217384 318915.6877614372, 1107998.238413021 319068.4340165428)"
333.0,8436750.467903022,15116.0,15132.0,843.6750467903024,"LINESTRING (1107998.238413021 319068.4340165428, 1108443.779119997 319557.1015827932)"
334.0,8298451.672760648,15132.0,25582.0,829.8451672760651,"LINESTRING (1108443.779119997 319557.1015827932, 1108907.908314242 319357.2150110446)"
335.0,5252112.376102552,15107.0,25531.0,525.2112376102551,"LINESTRING (1107618.407217384 318915.6877614372, 1107134.549062685 318835.5289571573)"
336.0,5336503.108247964,15116.0,15190.0,533.6503108247964,"LINESTRING (1107998.238413021 319068.4340165428, 1107860.438658014 319507.846973366)"
337.0,6427167.772376405,25628.0,25647.0,642.7167772376406,"LINESTRING (1125088.543594291 319546.6601683029, 1124726.417376039 319939.4420132516)"
338.0,5698025.411931345,25689.0,25671.0,569.8025411931345,"LINESTRING (1092096.151295995 320990.2243190258, 1092514.27177209 320830.2938029606)"
339.0,5091479.774733986,25671.0,25725.0,509.14797747339856,"LINESTRING (1092514.27177209 320830.2938029606, 1092550.063562328 321248.1163433733)"
340.0,2468186.6518873284,25725.0,25739.0,246.81866518873287,"LINESTRING (1092550.063562328 321248.1163433733, 1092685.253881118 321412.2752527968)"
341.0,1426208.9453948392,25739.0,16195.0,142.6208945394839,"LINESTRING (1092685.253881118 321412.2752527968, 1092819.471821961 321390.8676281302)"
342.0,5218268.039393919,16195.0,16202.0,521.8268039393919,"LINESTRING (1092819.471821961 321390.8676281302, 1093079.612007322 321840.7056417157)"
343.0,3871936.7366062086,16202.0,25814.0,387.1936736606209,"LINESTRING (1093079.612007322 321840.7056417157, 1093234.197356227 322013.9766676259)"
344.0,653305.9518649734,25794.0,16202.0,65.33059518649733,"LINESTRING (1093128.148178788 321820.4004087762, 1093079.612007322 321840.7056417157)"
345.0,637464.041292843,25667.0,25671.0,63.746404129284294,"LINESTRING (1092522.805955181 320768.0111162022, 1092514.27177209 320830.2938029606)"
346.0,2751622.52593193,16195.0,15789.0,275.162252593193,"LINESTRING (1092819.471821961 321390.8676281302, 1092793.702588683 321117.3703102139)"
347.0,3918704.9793579197,15789.0,25720.0,391.870497935792,"LINESTRING (1092793.702588683 321117.3703102139, 1093114.623658659 321179.905525964)"
348.0,2169182.7797600185,25739.0,25754.0,216.91827797600186,"LINESTRING (1092685.253881118 321412.2752527968, 1092562.505649513 321547.1697371001)"
349.0,5654312.002268773,25754.0,25817.0,565.4312002268773,"LINESTRING (1092562.505649513 321547.1697371001, 1092545.899819443 322033.6073931846)"
350.0,2144455.4623455936,25685.0,15789.0,214.4455462345594,"LINESTRING (1092738.44922877 320978.7308968232, 1092793.702588683 321117.3703102139)"
351.0,6988359.456997602,20712.0,20698.0,698.8359456997603,"LINESTRING (1108949.080272584 311962.3038803072, 1109192.622948558 311813.4034273998)"
352.0,4646393.758869504,20698.0,20669.0,464.6393758869503,"LINESTRING (1109192.622948558 311813.4034273998, 1108952.840102009 311502.885828317)"
353.0,7309383.926424476,20669.0,20649.0,730.9383926424476,"LINESTRING (1108952.840102009 311502.885828317, 1109335.881525199 311020.6310360802)"
354.0,6655767.0086212065,20649.0,20653.0,665.5767008621207,"LINESTRING (1109335.881525199 311020.6310360802, 1109773.467783042 311139.8121549569)"
355.0,1144431.785772964,20698.0,20687.0,114.4431785772964,"LINESTRING (1109192.622948558 311813.4034273998, 1109276.575368124 311751.3395938539)"
356.0,7937941.979003661,25850.0,25839.0,793.794197900366,"LINESTRING (1124896.835789298 322121.1820004634, 1124891.555124153 321700.7076690785)"
357.0,7015752.663133677,25839.0,25829.0,701.5752663133678,"LINESTRING (1124891.555124153 321700.7076690785, 1124776.985787709 321172.8615896599)"
358.0,3054729.301021406,25894.0,25906.0,305.4729301021406,"LINESTRING (1091477.258990417 321485.9613523699, 1091501.311988673 321753.6910258392)"
359.0,5639904.206024263,25906.0,25926.0,563.9904206024263,"LINESTRING (1091501.311988673 321753.6910258392, 1091698.613683787 322097.0350771884)"
360.0,4233668.489185565,25926.0,25937.0,423.3668489185565,"LINESTRING (1091698.613683787 322097.0350771884, 1091455.173914423 322262.5915370808)"
361.0,4153223.070823615,25937.0,25946.0,415.3223070823615,"LINESTRING (1091455.173914423 322262.5915370808, 1091137.533505598 322414.7029729476)"
362.0,3610005.6593578677,25906.0,25903.0,361.0005659357867,"LINESTRING (1091501.311988673 321753.6910258392, 1091156.340983501 321722.3353746498)"
363.0,3887531.235426577,25971.0,25972.0,388.75312354265776,"LINESTRING (1109340.977240375 321921.9962822217, 1109163.901576601 321928.6817805062)"
364.0,1463879.3475782634,26055.0,17136.0,146.38793475782632,"LINESTRING (1104572.529907514 322890.8034182362, 1104515.295589997 322941.1889819914)"
365.0,4815390.61602523,17136.0,17149.0,481.539061602523,"LINESTRING (1104515.295589997 322941.1889819914, 1104969.247336943 323032.1770091522)"
366.0,7232057.86589637,17149.0,16301.0,723.2057865896369,"LINESTRING (1104969.247336943 323032.1770091522, 1105208.597747445 323373.0713231808)"
367.0,5093132.45899202,16301.0,16310.0,509.31324589920206,"LINESTRING (1105208.597747445 323373.0713231808, 1104863.309771161 323744.9863293103)"
368.0,2107576.959035695,26122.0,16301.0,210.75769590356953,"LINESTRING (1105122.410988296 323239.0537046143, 1105208.597747445 323373.0713231808)"
369.0,1988255.8856932097,17136.0,17297.0,198.82558856932098,"LINESTRING (1104515.295589997 322941.1889819914, 1104326.163811253 322883.5424973984)"
370.0,8128212.167190012,17297.0,26105.0,812.8212167190009,"LINESTRING (1104326.163811253 322883.5424973984, 1104689.675400771 323126.5189179964)"
371.0,9696086.684184622,17297.0,26004.0,969.608668418462,"LINESTRING (1104326.163811253 322883.5424973984, 1104312.989908273 322375.1114858746)"
372.0,2445083.4359149775,26075.0,17149.0,244.50834359149772,"LINESTRING (1105167.771518792 322949.1774363317, 1104969.247336943 323032.1770091522)"
373.0,6878942.784434827,26241.0,15408.0,687.8942784434828,"LINESTRING (1110447.438138919 322762.7016298126, 1110135.46965267 323012.5462894416)"
374.0,1635712.3404136898,15408.0,15409.0,163.571234041369,"LINESTRING (1110135.46965267 323012.5462894416, 1109971.946352074 323016.5059318294)"
375.0,4864038.590344886,15409.0,26271.0,486.4038590344886,"LINESTRING (1109971.946352074 323016.5059318294, 1109641.288431277 323085.0636999425)"
376.0,711233.0972798761,15408.0,26263.0,71.12330972798762,"LINESTRING (1110135.46965267 323012.5462894416, 1110172.926505089 323073.007098182)"
377.0,2020189.652479699,26249.0,15409.0,202.01896524796993,"LINESTRING (1109896.29985729 322839.1809500502, 1109971.946352074 323016.5059318294)"
378.0,11481565.55032929,26304.0,26303.0,1148.156555032929,"LINESTRING (1118953.403974069 325987.7497023258, 1118390.41434376 325982.4387445682)"
379.0,7076544.468584923,26338.0,26379.0,707.6544468584924,"LINESTRING (1111332.691955771 326635.5827179475, 1111460.330975773 327142.5365356904)"
380.0,7416057.650817,26433.0,18564.0,741.6057650817002,"LINESTRING (1111296.486825092 327793.6520271974, 1111778.322133302 327741.7699390532)"
