Cluster,Sub_cluster,Population,Load [kW],Grid_Length [km],Grid Cost [euro],Max length [km],Transformer_rated_power [kVA],Cost[euro]
24.0,0.0,1248,1.573436509037877,1.6491628958702018,16491.62895870202,0.5238216799058872,50,1500
24.0,1.0,288,0.3628273494823559,0.9103696554356369,9103.696554356367,0.474215678003099,50,1500
24.0,2.0,256,0.3221580837009189,0.5014224207802391,5014.224207802392,0.21914784000689605,50,1500
