ID1,ID2,Length
21603.0,21681.0,827859.0212912991
21681.0,17786.0,287275.60520597186
21701.0,21738.0,379901.192086094
21701.0,21703.0,135666.4768448982
21703.0,17785.0,339967.37456323486
21701.0,21706.0,552851.3042242306
21834.0,21879.0,320750.9574032388
15788.0,17778.0,345048.146240548
17779.0,21588.0,422116.39775180747
17403.0,21855.0,66342.33131705371
22072.0,19006.0,657587.6848873128
19006.0,16511.0,638747.5849385479
22113.0,22126.0,133547.00880411192
22126.0,22148.0,304452.01764266996
22148.0,22174.0,713282.5080105114
22174.0,18958.0,100829.25459396064
18958.0,18960.0,138670.69181222
18960.0,22149.0,560872.1009594628
22273.0,22245.0,432239.05365380563
22245.0,22259.0,205523.26929129267
22245.0,22223.0,437855.102300125
22223.0,18960.0,428045.78857119055
22126.0,22103.0,518860.37898615294
18958.0,18951.0,527508.515876867
22280.0,22283.0,164683.07340707094
22283.0,22295.0,246897.08271981752
22295.0,22316.0,600466.1665498661
22283.0,22303.0,229669.18256642812
22293.0,22295.0,76333.08629439726
22418.0,22399.0,859240.1974070057
22399.0,22428.0,568368.0334092593
22481.0,22450.0,645554.550217978
22514.0,22533.0,469398.5119552049
20419.0,19067.0,244367.30642462012
19067.0,20389.0,350561.18774998526
20389.0,20359.0,954904.7716992787
20359.0,20347.0,361228.0144142248
20456.0,20419.0,1057283.6601566572
20458.0,19067.0,534529.4152342547
22665.0,22701.0,370888.6985705145
22701.0,22724.0,141593.59016572696
22665.0,22745.0,786309.9855060398
22745.0,22830.0,746649.2256109039
22830.0,22831.0,31813.27566653144
16097.0,17826.0,443305.817512178
17826.0,22676.0,8186.521234389652
16097.0,22641.0,298609.91184587503
16097.0,16094.0,471551.527155869
16094.0,22604.0,196984.79026860482
17826.0,22701.0,526429.1443673335
17826.0,17823.0,489650.6233121849
17823.0,22813.0,319627.58328530047
22813.0,22860.0,335580.11136270704
22860.0,22876.0,401458.4510434928
22876.0,22894.0,483117.8366905658
22824.0,22830.0,511849.00761781965
22570.0,16087.0,469277.7934305443
16087.0,16092.0,232552.06144063204
16092.0,16094.0,644630.1936598892
22575.0,16087.0,37773.23910978289
22969.0,22931.0,1051587.3769197844
22996.0,23021.0,939402.1202434184
23074.0,16907.0,247778.57940740488
16907.0,16908.0,36639.826128094
16908.0,16909.0,45223.888686819
16909.0,23219.0,722068.1720550231
23106.0,23119.0,77304.88431403822
23119.0,23165.0,325169.10093602206
23165.0,23226.0,816740.2577542037
16907.0,23062.0,120687.66797070665
23179.0,16909.0,266391.2543576081
16908.0,23119.0,101496.03906245895
23239.0,15666.0,646228.8315266846
15666.0,23278.0,788600.8474885507
15666.0,23287.0,222411.75468428366
23362.0,17618.0,55693.667934531215
17618.0,17626.0,692401.357469559
17626.0,17631.0,222693.12134703997
23337.0,17626.0,465065.67894304567
17618.0,23379.0,767427.1089989847
23408.0,23393.0,293995.5395174148
18117.0,18098.0,80813.706274573
18098.0,18108.0,350008.5529268049
18108.0,23467.0,737453.2166780458
23467.0,23438.0,469805.5752458713
23482.0,18108.0,229251.57650812765
18098.0,23532.0,365105.155219466
17063.0,17064.0,76227.852846556
17064.0,17070.0,456366.1919802169
17070.0,23591.0,517871.20282979665
17064.0,23669.0,533758.2124727608
17064.0,23633.0,582399.2673676247
23614.0,17070.0,346377.5353818351
20493.0,20503.0,639435.1316499929
23747.0,23755.0,130093.7114484318
23755.0,23764.0,128801.80597960844
23764.0,23794.0,699755.4944488924
23729.0,23705.0,616395.5257010702
23729.0,23755.0,354761.2816141301
23810.0,17817.0,513274.23104338936
17817.0,23833.0,82329.85795236676
23848.0,17814.0,361218.3781928552
17814.0,17817.0,318533.9023806559
23852.0,17814.0,144991.0386613837
23896.0,23879.0,495731.13993693824
23920.0,23937.0,613106.5076432278
23920.0,15951.0,225793.42463635412
24034.0,17348.0,108218.4965190595
17348.0,17360.0,634508.5373952
17360.0,23961.0,464887.09663933265
17348.0,24057.0,520476.5932320632
23943.0,23949.0,755867.0652141137
23949.0,23978.0,539220.3976851678
23978.0,17360.0,33165.628577810676
24009.0,23978.0,399855.7463967037
24084.0,24070.0,452154.7401400365
24453.0,24561.0,888259.124925456
24453.0,24407.0,527434.4958832872
24407.0,24470.0,652803.1699166556
24470.0,24509.0,480592.1710726345
24509.0,24562.0,264947.3575141773
24210.0,24281.0,340403.46554161364
24210.0,16156.0,214565.65494026692
16156.0,16163.0,411627.521092782
16163.0,16170.0,675269.629195834
16170.0,24509.0,173089.64495287763
24210.0,24167.0,184196.20602663586
24167.0,24186.0,58885.546877123845
24470.0,24563.0,685652.3702741466
24729.0,24629.0,564738.6272028309
24629.0,24670.0,990747.3359226967
24670.0,16181.0,494115.6565408895
16181.0,24657.0,321045.78044432035
24355.0,24359.0,50279.69548556964
24359.0,16936.0,242578.66411303027
16936.0,16947.0,596876.0413029061
16947.0,16171.0,82771.538559484
16171.0,16181.0,723055.2815043512
24355.0,24237.0,390570.99908221624
24237.0,24114.0,643608.7684711893
24134.0,24167.0,288594.5624894538
24359.0,24371.0,281002.05377541645
16936.0,24396.0,104886.8936795136
16170.0,16171.0,78163.26637103799
16947.0,24533.0,321028.976942618
16155.0,16156.0,51463.801124587
16155.0,24285.0,624915.4664325813
16155.0,24151.0,780417.618847372
24800.0,15858.0,65105.75399419815
15858.0,15868.0,453727.04154686
15868.0,24757.0,130636.79430781215
24757.0,24779.0,412024.8669253289
24896.0,24824.0,761100.0798075236
24824.0,16067.0,228241.54966299125
16067.0,16065.0,172546.838436555
16065.0,24855.0,30803.31428199388
16065.0,24894.0,421823.50663167465
15858.0,15852.0,296495.020555461
16067.0,15868.0,458365.5115677591
24940.0,24957.0,824252.68856273
24957.0,24980.0,579657.9393289996
24940.0,24933.0,606755.2597333619
25000.0,25019.0,358796.5236333878
25019.0,25028.0,247848.3322215574
25019.0,25022.0,336344.576139222
20577.0,16546.0,355688.47225284093
16546.0,16551.0,600667.7281757579
16551.0,20581.0,740061.6816668886
16546.0,20573.0,70828.87556379396
16546.0,20527.0,1113326.8607472477
20527.0,20509.0,627837.2840556889
25090.0,25091.0,603600.3660485958
25091.0,25190.0,950067.0661229508
17858.0,25080.0,504205.916535446
17858.0,25244.0,186033.72916566016
25244.0,25274.0,285678.02405414334
25274.0,25241.0,756257.323225072
25241.0,25090.0,760102.9516392803
25122.0,25244.0,486300.3976733523
25300.0,25316.0,597552.8334686216
25300.0,25287.0,492753.47632994165
25338.0,25325.0,404956.18606812094
25410.0,17099.0,376315.2461399477
17099.0,17123.0,264162.80015321914
17123.0,25423.0,496815.85180466867
25353.0,17099.0,137227.6076414926
25441.0,25458.0,810636.6140406918
25492.0,25479.0,785518.1501697735
25521.0,25502.0,691697.7861750743
15107.0,15116.0,415011.290783457
15116.0,15132.0,843675.0467903024
15132.0,25582.0,829845.167276065
15107.0,25531.0,525211.2376102551
15116.0,15190.0,533650.3108247964
25628.0,25647.0,642716.7772376406
25689.0,25671.0,569802.5411931345
25671.0,25725.0,509147.9774733986
25725.0,25739.0,246818.66518873288
25739.0,16195.0,142620.8945394839
16195.0,16202.0,521826.80393939186
16202.0,25814.0,387193.67366062093
25794.0,16202.0,65330.59518649732
25667.0,25671.0,63746.40412928429
16195.0,15789.0,275162.25259319297
15789.0,25720.0,391870.497935792
25739.0,25754.0,216918.27797600187
25754.0,25817.0,565431.2002268772
25685.0,15789.0,214445.5462345594
20712.0,20698.0,698835.9456997602
20698.0,20669.0,464639.3758869503
20669.0,20649.0,730938.3926424476
20649.0,20653.0,665576.7008621208
20698.0,20687.0,114443.1785772964
25850.0,25839.0,793794.197900366
25839.0,25829.0,701575.2663133679
25894.0,25906.0,305472.9301021406
25906.0,25926.0,563990.4206024262
25926.0,25937.0,423366.8489185565
25937.0,25946.0,415322.30708236154
25906.0,25903.0,361000.56593578664
25971.0,25972.0,388753.12354265776
26055.0,17136.0,146387.93475782633
17136.0,17149.0,481539.06160252297
17149.0,16301.0,723205.7865896369
16301.0,16310.0,509313.24589920207
26122.0,16301.0,210757.69590356955
17136.0,17297.0,198825.58856932097
17297.0,26105.0,812821.2167190008
17297.0,26004.0,969608.6684184622
26075.0,17149.0,244508.3435914977
26241.0,15408.0,687894.2784434828
15408.0,15409.0,163571.234041369
15409.0,26271.0,486403.8590344886
15408.0,26263.0,71123.30972798762
26249.0,15409.0,202018.96524796996
26304.0,26303.0,1148156.555032929
26338.0,26379.0,707654.4468584924
26433.0,18564.0,741605.7650817003
20735.0,20751.0,684331.8727809543
26488.0,26466.0,483366.38209727814
26466.0,26496.0,591867.8788727608
20776.0,20810.0,618065.1842358927
20810.0,20815.0,329653.71044407913
20850.0,20869.0,668644.077359627
20885.0,20901.0,599468.9892022455
19365.0,20347.0,899.2026828488589
19874.0,20503.0,1444.4345574048727
19874.0,20581.0,3190.7913333180554
19874.0,20669.0,5472.257172371819
19858.0,20751.0,2092.0468200280493
16571.0,20869.0,27364.889722696542
16571.0,20885.0,3522.7319835102776
20340.0,21320.0,456.63549080778915
19022.0,16511.0,726.8111320777261
16680.0,22280.0,1035.8926160473006
20172.0,22450.0,655.0121465965751
20189.0,22931.0,1482.2822973344346
20340.0,23239.0,989.8393270121428
20458.0,20751.0,1188.6900876666782
20503.0,20581.0,1944.1411168658933
20503.0,20885.0,1042.7299765153211
20527.0,20669.0,1372.5403150684986
16551.0,20901.0,4418.588116773326
16551.0,20953.0,914.3559794483248
20527.0,22103.0,2886.7947550784584
20653.0,20815.0,1780.7933641779425
20712.0,20869.0,23681.897785900634
20698.0,20935.0,1165.4067127838161
20712.0,22103.0,788.4711110053466
20735.0,21533.0,1171.9742312936544
20735.0,22316.0,2966.3345034771996
20776.0,20869.0,18162.617195827275
20815.0,20935.0,1731.2111247567934
20815.0,22399.0,1936.4304609876306
20776.0,23393.0,4361.6622762557945
20869.0,22367.0,592.7776076649869
20869.0,16097.0,2530.4958741311943
20869.0,22996.0,1603.462678379296
20901.0,18995.0,641.0198093029944
20885.0,22072.0,1229.3645105181877
20935.0,22103.0,919.9416807392587
20935.0,22399.0,1300.4026708756935
20935.0,22514.0,1384.4976696075146
21035.0,22072.0,487.6902669521708
17652.0,22149.0,857.6053191427768
21407.0,23278.0,709.5597486156123
17646.0,17631.0,1249.3282780677555
21488.0,23438.0,887.7729488254064
21553.0,22316.0,625.0958793426569
21741.0,22481.0,2349.722568461954
21741.0,22969.0,1872.23311255192
15788.0,23062.0,5739.39770231023
17409.0,17063.0,2544.11240109942
21765.0,15868.0,4597.756786940689
22035.0,25022.0,1546.116174093214
18951.0,22514.0,635.5441752840895
22259.0,17631.0,1044.989996743266
22259.0,23896.0,4526.517204642049
22303.0,22450.0,566.1811186609267
22367.0,16097.0,1937.718266466208
22367.0,22996.0,1010.6850707143097
22428.0,22533.0,1276.8067142560699
22418.0,23393.0,4349.455949824304
22428.0,23705.0,2685.5524869652663
22481.0,22969.0,1430.0996353097212
22533.0,23705.0,2994.913285610016
22533.0,23879.0,3702.996691042147
16097.0,23021.0,804.7749136063705
22813.0,23810.0,941.6343912333458
22894.0,25502.0,2573.960853883431
22931.0,23239.0,1968.6999422818371
22969.0,23577.0,1997.0571854674395
22969.0,23591.0,2079.5178395225257
23226.0,24237.0,3284.302270954558
23062.0,15868.0,5915.342504928246
23278.0,18108.0,1225.5726870908757
23287.0,23577.0,988.2097780364184
23337.0,23532.0,1603.6448410179212
23379.0,23896.0,1941.280559854095
17618.0,23943.0,1686.3334816495112
17618.0,24940.0,2380.163899811997
23393.0,23705.0,6286.72569409102
23393.0,17123.0,10420.110607580336
23408.0,25868.0,20357.529882532835
23408.0,26303.0,17883.806631010855
18108.0,23577.0,2033.9928401036193
18108.0,15951.0,1513.5319534050852
18098.0,23961.0,1319.0448639464266
23577.0,23591.0,1651.8625569279252
23577.0,15951.0,1386.3446539496765
23577.0,24070.0,2006.5136410159814
23669.0,24084.0,1104.7051112755958
17063.0,25022.0,5160.926666816389
17063.0,25325.0,6060.668577822657
23705.0,23879.0,1318.5735085775495
23794.0,17123.0,1241.4402310072687
23848.0,25441.0,2567.677833809218
17814.0,25502.0,2929.1162478298797
23848.0,25868.0,6532.848487035744
23896.0,24933.0,1255.5120880193222
23879.0,25353.0,2120.5690729352555
23937.0,23961.0,638.6344753814317
15951.0,24070.0,729.6115354507982
23961.0,24070.0,2184.755880869866
17348.0,24980.0,5716.4095061263915
17348.0,25190.0,1603.9667724245749
24057.0,25325.0,5979.689265382028
24084.0,25325.0,4247.913223134396
24359.0,15852.0,3687.6434859599794
24396.0,25300.0,626.4660765428217
16181.0,25667.0,1496.9885954149465
16181.0,25894.0,2861.2466018336663
24896.0,25022.0,2750.5254090990784
15852.0,25316.0,2422.441261649604
24896.0,25325.0,3787.065102256344
15852.0,15789.0,4532.104597365872
24980.0,25080.0,1562.373841595046
24980.0,25410.0,3262.91346580222
24957.0,25479.0,584.269521477977
24980.0,15107.0,756.2409534640308
25028.0,25325.0,537.5313596728241
25190.0,25325.0,6768.168621670609
17858.0,25531.0,1112.3491405411808
25190.0,16301.0,6314.123421682602
25300.0,25667.0,3630.931186218059
25325.0,15789.0,10414.175199737772
25338.0,17297.0,8081.518149222241
25338.0,18269.0,7396.784080126089
25410.0,25492.0,1395.3670762303705
25410.0,25582.0,1487.3993845733905
25410.0,25972.0,3930.2776990097245
25410.0,26271.0,4702.502958930324
25410.0,26303.0,16862.630157742395
25441.0,25502.0,2404.3425041923388
25458.0,25628.0,521.0205046321294
25458.0,25868.0,3154.5340391858344
25479.0,15116.0,781.6356212809576
25521.0,25628.0,1977.168985694396
25521.0,25829.0,4630.1508788937435
25582.0,25972.0,3101.981059134369
15190.0,16301.0,5009.8919909627975
25647.0,25829.0,2112.0039080470524
25647.0,25868.0,2092.5355494014093
25689.0,25894.0,889.0111269868288
25829.0,25868.0,1401.9472495269486
25829.0,26304.0,8133.529683353553
25829.0,26449.0,12022.952539712593
25868.0,26304.0,6807.304256611019
25906.0,18564.0,32754.686812542015
25906.0,26496.0,40618.675356076965
25972.0,16301.0,5111.012796192418
25972.0,26271.0,1567.122842560141
17297.0,18269.0,684.7340690961516
16301.0,26271.0,5333.464680690703
16301.0,26379.0,14109.949070780982
16301.0,18564.0,13452.590298752728
15408.0,26303.0,9401.998355233009
15408.0,26338.0,5267.24067672451
26303.0,26379.0,10222.371309333408
26303.0,18564.0,9122.572366336137
26303.0,26449.0,4545.918971978584
26303.0,26488.0,7453.382323667798
26379.0,26433.0,789.5708865649831
18564.0,26496.0,7749.0562206999875
26449.0,26488.0,3697.4648800530717
19365.0,26498.0,7061.719129613061
20389.0,26498.0,4846.38366065057
20735.0,26498.0,4745.092789264325
20776.0,26499.0,6892.570747942115
20869.0,26499.0,11273.748263936772
15788.0,26498.0,6690.074651860018
16087.0,26499.0,7394.518607549217
23062.0,26498.0,4377.5097520678555
23408.0,26499.0,3479.7524814650983
23810.0,26499.0,10750.718637390852
24237.0,26498.0,8975.994327229093
25502.0,26497.0,31620.12937122083
25829.0,26497.0,28153.274460427623
25868.0,26499.0,16881.479217119348
25906.0,26497.0,43479.24472755469
26449.0,26497.0,4869.807326135019
26488.0,26497.0,1961.1328541496134
